ID,Page,Section heading,Category,Theorem level,Finding type,Severity,Status,Verification reference,Notes,Surrounding text quote (truncated),Issue / improvement,Strongest upgrade construction,Verification / consistency probe
1647,429,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 427 the order-𝑛kernel residual is the scalar-zero row sum 𝑅ns 𝑛,𝑀= ∑︁ 𝛼∈Afw 𝑛,𝑀 𝑅row 𝛼,𝑀∈K1 ns,𝑀(𝐼). Its obstruction class is 𝔬ns 𝑛,𝑀= [𝑅ns 𝑛,𝑀] ∈𝐻1 K",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1648,429,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 427 the order-𝑛kernel residual is the scalar-zero row sum 𝑅ns 𝑛,𝑀= ∑︁ 𝛼∈Afw 𝑛,𝑀 𝑅row 𝛼,𝑀∈K1 ns,𝑀(𝐼). Its obstruction class is 𝔬ns 𝑛,𝑀= [𝑅ns 𝑛,𝑀] ∈𝐻1 K","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1649,430,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,428 Contents Theorem E.35 (Constructive non-scalar Costello/QME realization criterion). Work in a finite- window realization complex of Definition E.34. Suppose that the QME has been solved through order ℏ𝑛−1 by countert,Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1650,430,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,428 Contents Theorem E.35 (Constructive non-scalar Costello/QME realization criterion). Work in a finite- window realization complex of Definition E.34. Suppose that the QME has been solved through order ℏ𝑛−1 by countert,"Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1651,431,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 429 and the Roos class [𝑃𝑀,𝑁𝑐𝑀−𝑐𝑁] ∈𝐻0(K• ns,𝑁(𝐼)) must vanish. Iterating these finite-window tests for all 𝑛, with graphwise regular-density or wavef",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1652,431,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 429 and the Roos class [𝑃𝑀,𝑁𝑐𝑀−𝑐𝑁] ∈𝐻0(K• ns,𝑁(𝐼)) must vanish. Iterating these finite-window tests for all 𝑛, with graphwise regular-density or wavef","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1653,432,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,ges the residual vector. These data make the order-three larger system a solved QME row. Proof. The row 𝛼sc is zero as a local functional by the cyclic supertrace computation of Lemma E.31; this is the closed row of Prop,Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1654,432,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,ges the residual vector. These data make the order-three larger system a solved QME row. Proof. The row 𝛼sc is zero as a local functional by the cyclic supertrace computation of Lemma E.31; this is the closed row of Prop,"Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1655,433,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 431 Hence 𝐴2 𝐷𝑐= −𝑟2 has a cokernel obstruction in the supplied lower local-functional row complex. The normalized cokernel e𝜆02,𝔟= 1 2 (𝐸2 𝜈02)∗+ (𝔟2",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1656,433,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 431 Hence 𝐴2 𝐷𝑐= −𝑟2 has a cokernel obstruction in the supplied lower local-functional row complex. The normalized cokernel e𝜆02,𝔟= 1 2 (𝐸2 𝜈02)∗+ (𝔟2","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1657,434,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"and the unique counterterm 𝑐= 1 (i.e. adopting 𝐶𝜃3,𝑀with coefficient one in the QME expansion) solves the row equation e 𝐴𝑀𝑐= −𝑟𝑀= −E𝜃3,𝑀. Tower compatibility holds with the identity primitive transport 𝑃𝑀,𝑁= 1, zero Roo",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1658,434,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"and the unique counterterm 𝑐= 1 (i.e. adopting 𝐶𝜃3,𝑀with coefficient one in the QME expansion) solves the row equation e 𝐴𝑀𝑐= −𝑟𝑀= −E𝜃3,𝑀. Tower compatibility holds with the identity primitive transport 𝑃𝑀,𝑁= 1, zero Roo","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1659,435,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 433 Each case is the output of the fixed-window matrix solver of Theorem E.35 on the corresponding row complex. The script scripts/finite_window_graph",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1660,435,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"E. Unreduced BV cotangent, scalar QME obstructions, and cancellations 433 Each case is the output of the fixed-window matrix solver of Theorem E.35 on the corresponding row complex. The script scripts/finite_window_graph","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1661,436,"Contents > E Unreduced BV cotangent, scalar QME obstructions, and cancellations",Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"three quantum parameters are distinct: ℏQME, ℏW, ℏ𝜔. The first counts Costello/BV graph order; the second deforms the boundary Weyl/Moyal algebra; the third scalarizes the equivariant Hamiltonian bracket. A Weyl branch m",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
